진료년도,시도,행위코드,환자수,명세서건수,의료행위총사용량,의료행위청구금액
2024,서울,10100,1975799,2785277,3039481,44394854400
2024,서울,10101,108012,118008,118188,1949535050
2024,서울,10102,7901,8520,8521,144131430
2024,서울,10103,20727,22433,22435,401528800
2024,서울,10140,1,1,3,80130
2024,서울,10180,3,3,4,2009520
2024,서울,10200,1630980,18049546,19341508,1.79E+11
2024,서울,10201,63113,461402,461606,4928624480
2024,서울,10202,6512,42803,42812,483484670
2024,서울,10203,11553,80980,80983,992613080
2024,서울,11011,18,23,287,861570
2024,서울,11041,2,2,4,8880
2024,서울,11042,6,8,16,21600
2024,서울,11043,50,207,4779,3870990
2024,서울,11222,18,23,269,2915740
2024,서울,11232,1296,6683,6683,22789030
2024,서울,11233,1536,6245,6245,14863100
2024,서울,11302,18,23,269,255740
2024,서울,11312,2831,12928,12928,4007680
2024,서울,11402,18,23,269,269190
2024,서울,11412,2192,8645,8645,2852850
2024,서울,11413,639,4283,4283,342640
2024,서울,11600,67,119,155,2323810
2024,서울,11700,4095,11124,14045,208527720
2024,서울,11800,16073,69421,69808,380456390
2024,서울,11900,47,140,140,929600
2024,서울,12060,6,6,6,60000
2024,서울,12064,1,1,1,17000
2024,서울,12200,7,9,76,3629610
2024,서울,12280,1,1,19,2298390
2024,서울,13022,1,1,62,41540
2024,서울,13031,1095,3332,16925,20648500
2024,서울,13032,4026,11440,73976,190196520
2024,서울,13033,2563,4477,49877,271837850
2024,서울,13034,3508,11010,84161,730721040
2024,서울,13035,4486,9742,109533,1353927573
2024,서울,13120,12,15,174,811380
2024,서울,13130,17187,41564,386057,1795876126
2024,서울,13803,1889,2594,34413,37854300
2024,서울,13942,1031,1198,17568,84326400
2024,서울,13943,680,1094,13092,54724560
2024,서울,13952,8018,63859,63859,102174400
2024,서울,13953,1768,8492,8493,11805270
2024,서울,14211,7,9,76,5805020
2024,서울,14811,1,1,19,1358180
2024,서울,15001,41,67,264,528000
2024,서울,15002,67,229,4779,8172090
2024,서울,15004,2,2,4,8760
2024,서울,15005,25,97,2629,2891900
2024,서울,15010,1,1,1,20000
2024,서울,15300,1,1,,13937
2024,서울,15347,1,1,1,30260
2024,서울,153EA,82,108,1242,124546500
2024,서울,153F6,13,13,20,1085800
2024,서울,153G6,4,5,51,2213160
2024,서울,153J0,361,411,203,13356239
2024,서울,153J1,4258,10004,70046,7915840130
2024,서울,153J2,3244,5480,56486,5709758272
2024,서울,153J3,2873,4978,51049,4697364009
2024,서울,153J4,1643,3071,29509,2469937340
2024,서울,153J5,4414,8099,95631,7032745644
2024,서울,153JA,4982,11597,73013,9024265574
2024,서울,153L6,2155,2941,33092,1747992141
2024,서울,153N0,64,75,36,2816525
2024,서울,153N1,1290,2894,19402,2620616930
2024,서울,153N2,1011,1432,19434,2301885271
2024,서울,153N3,374,536,4305,481597690
2024,서울,153N4,198,300,3410,334422140
2024,서울,153N5,843,1409,18420,1522687428
2024,서울,153NA,258,394,3045,449215445
2024,서울,153P6,7,7,7,561330
2024,서울,153Q6,805,1072,10939,690890678
2024,서울,153S0,126,145,76,6978247
2024,서울,153S1,1342,3104,20067,3170144390
2024,서울,153S2,1136,1869,16830,2389285140
2024,서울,153S3,745,1342,10925,1413427322
2024,서울,153S4,272,368,4341,500246800
2024,서울,153S5,1207,1751,20596,2094134726
2024,서울,153SA,1819,3761,19504,3410167768
2024,서울,153U6,1720,2795,32335,2364071810
2024,서울,15400,4,4,60,3253800
2024,서울,154A6,328,513,5000,171154360
2024,서울,154J1,1,1,2,168500
2024,서울,154J6,2334,4161,50216,2720117739
2024,서울,15500,4,5,5,109650
2024,서울,15591,69,234,4790,160961780
2024,서울,15900,1,1,2,
2024,서울,15901,1,1,10,
2024,서울,15902,4,4,9,
2024,서울,15903,1347,2440,16958,200000
2024,서울,16321,4,4,19,44460
2024,서울,16322,15,19,268,745800
2024,서울,16340,1,1,1,3100
2024,서울,16500,3,4,6,9420
2024,서울,18300,55,356,357,14722680
2024,서울,20010,4045,4753,4754,24318712
2024,서울,20020,24709,30862,30882,180827145
2024,서울,20023,8394,9440,9507,109835092
2024,서울,20030,5898,6057,6059,40965204
2024,서울,20031,9463,11161,11161,60828340
2024,서울,20032,147561,171465,171643,887860059
2024,서울,20253,1,1,1,150000
2024,서울,20330,3,3,4,60000
2024,서울,28010,2,2,2,
2024,서울,29003,506,878,881,4913475
2024,서울,29004,2177,2331,2333,45470223
2024,서울,29005,37,39,39,1382648
2024,서울,29011,2,2,2,
2024,서울,29012,77,101,101,
2024,서울,29061,1,1,1,
2024,서울,29062,4,4,4,
2024,서울,29063,298,751,751,
2024,서울,29064,11,11,11,
2024,서울,29070,2,2,2,
2024,서울,30010,555806,5575995,5576346,6468842490
2024,서울,30020,97799,240857,240998,321011211
2024,서울,30030,101430,212622,212893,320410458
2024,서울,30040,17219,31983,32027,53989951
2024,서울,30050,38808,72774,72920,135385193
2024,서울,30060,6081,11129,11139,22617050
2024,서울,30070,31573,67796,67958,149584578
2024,서울,30080,1224,1793,1794,4336884
2024,서울,30090,493,754,754,1919542
2024,서울,30100,14862,22770,22788,65266641
2024,서울,30110,189,235,235,680777
2024,서울,30120,359,452,452,1406521
2024,서울,30130,266,367,367,1212552
2024,서울,30140,3835,7390,7405,25756818
2024,서울,30150,3412,6142,6201,22489994
2024,서울,30160,5384,9826,9837,43578339
2024,서울,30180,843,1354,1360,7235961
2024,서울,30190,79,101,101,671867
2024,서울,30200,10523,15886,105433,128360690
2024,서울,40010,1,2,12,
2024,서울,40011,702585,5579150,5592705,24913352297
2024,서울,40012,1951379,15108585,17199938,1.03E+11
2024,서울,40030,7508,47573,57960,275231763
2024,서울,40040,19685,89955,93191,391978826
2024,서울,40050,162437,873917,1051366,4294035154
2024,서울,40060,806415,4936706,6133933,27091045513
2024,서울,40070,725020,3973058,4278147,19819193213
2024,서울,40080,1463556,11797487,13500947,62202946621
2024,서울,40091,1389324,8904603,9582281,37967623544
2024,서울,40092,3344,20802,26596,114694614
2024,서울,40100,4693,21571,46567,172961968
2024,서울,40121,9779,38619,39531,159445591
2024,서울,40122,64,175,785,2766906
2024,서울,40123,125,224,228,911111
2024,서울,40124,1873,3413,3413,13740768
2024,서울,40125,345,571,571,2307926
2024,서울,40126,54,152,157,633607
2024,서울,40127,113,267,366,1594061
2024,서울,40128,22,29,29,116320
2024,서울,40129,1183,2510,2791,11233189
2024,서울,40131,9987,26375,42654,177103379
2024,서울,40132,4565,9041,10153,41592631
2024,서울,40133,11212,27534,55006,227833978
2024,서울,40134,2123,3981,11499,46316711
2024,서울,40304,179692,1003867,1556718,17354333462
2024,서울,40305,3078,19462,19484,227385741
2024,서울,40306,207735,1254851,1339573,6456991656
2024,서울,40307,763140,4370020,5635525,23090754346
2024,서울,40311,3,7,7,5110
2024,서울,40312,729380,2777258,2811449,26207136121
2024,서울,40313,658674,3478954,3680355,51570990861
2024,서울,40321,729379,4657198,5369615,28346645509
2024,서울,40322,83304,393105,1126072,6401682812
2024,서울,40323,29295,134990,153871,965071364
2024,서울,40400,1408676,3242912,3350653,14687713264
2024,서울,40700,501259,2771388,2880575,6869363933
2024,서울,40701,1459699,8703462,9254129,17021835657
2024,서울,40702,15897,43837,44931,101019595
2024,서울,40710,246557,981968,1005539,25172529926
2024,서울,40720,36061,180525,198647,8492744581
2024,서울,40721,116263,505943,517534,21836642908
2024,서울,40730,906,3296,3296,212756800
2024,서울,45501,198,274,305,2299958
2024,서울,45502,4,4,5,89926
2024,서울,45510,41,99,4046,50660189
2024,서울,45520,6,10,81,655253
2024,서울,45550,177,221,437,4576083
2024,서울,45560,279,410,622,9447872
2024,서울,45571,3962,11948,22162,175277510
2024,서울,45572,137,472,2512,37488710
2024,서울,45580,121,169,1520,18063632
2024,서울,45590,585,1062,1590,31087392
2024,서울,45600,79,159,5240,80242452
2024,서울,51010,3,5,26,1100500
2024,서울,51020,1,1,28,749840
2024,서울,51040,2,41,41,1551440
2024,서울,51050,1,1,1,42030
2024,서울,52010,3,3,4,180380
2024,서울,54010,1,1,1,50000
2024,서울,59001,2141,13441,13732,231519676
2024,서울,59002,539,2728,3042,55063428
2024,서울,59003,1505,3508,3509,139083914
2024,서울,59004,1881,8783,8896,359332878
2024,서울,59102,3033,3075,3076,34680816
2024,서울,59103,1401,5725,5727,128151367
2024,서울,60044,1,1,1,36480
2024,서울,60074,1,1,1,45860
2024,서울,62200,13,17,499,2551870
2024,서울,62300,29005,65724,1548441,7448651780
2024,서울,62400,2504,4568,149433,663742360
2024,서울,63200,7,7,230,1509000
2024,서울,63300,4032,7820,221356,1329867090
2024,서울,63400,3,4,109,672530
2024,서울,66300,1,1,6,37020
2024,서울,67001,82,190,21072,109594827
2024,서울,70010,10530,30992,631602,391715580
2024,서울,70011,19735,47520,1170806,667782860
2024,서울,70014,9,9,9,180000
2024,서울,70020,2241,4132,31350,36381960
2024,서울,70030,23016,55007,1447187,318629890
2024,서울,70054,2,2,2,6000
2024,서울,70064,21,21,21,315000
2024,서울,70071,41,41,41,
2024,서울,70084,1,1,1,10000
2024,서울,70098,14,14,14,135000
2024,서울,70104,12,12,12,393000
2024,서울,70111,5,5,5,
2024,서울,70114,1,1,1,20000
2024,서울,70813,1,1,2,2000
2024,서울,70814,12,12,54,53700
2024,서울,70824,1,1,16,1600
2024,서울,71014,1,1,1,2000
2024,서울,71034,1,1,1,20000
2024,서울,71113,2,2,3,16350
2024,서울,80009,4,4,4,726720
2024,서울,85002,1,1,1,
2024,서울,85006,1,1,1,
2024,서울,90004,1,1,1,16580
2024,서울,90033,5934,6278,6278,129577920
2024,서울,90034,1561,3447,3447,51567120
2024,서울,90401,98631,217733,217788,10226988805
2024,서울,90411,80034,176298,176316,8283241980
2024,서울,90412,411,625,625,14681250
2024,서울,90421,18605,40651,40691,1398710345
2024,서울,90422,74,116,116,1994040
2024,서울,91000,712,6299,6299,625556450
2024,서울,91001,6036,13065,13065,37104600
2024,서울,91002,1686,2070,2070,5878800
2024,서울,91003,44,56,56,159040
2024,서울,91004,173,207,207,587880
2024,서울,92012,10,72,72,
2024,서울,94100,70911,81162,81220,243660000
2024,서울,A0391,32,32,57,10657200
2024,서울,A1100,41,56,71,4774640
2024,서울,A1101,4,5,35,2847390
2024,서울,A1191,786,3274,59481,4919428940
2024,서울,A1192,24,65,1116,89064480
2024,서울,A2100,823,1526,3148,184058910
2024,서울,A2101,70,173,3623,257277700
2024,서울,A2191,11644,63179,1414788,1.03E+11
2024,서울,A2192,414,1311,27604,1964220350
2024,서울,A2193,22,42,803,56052210
2024,서울,A2500,15,23,459,25562620
2024,서울,A2550,1,1,1,45250
2024,서울,A2900,139,224,344,5620960
2024,서울,A3000,11,50,1148,4821600
2024,서울,A3100,1556,2494,6586,315365940
2024,서울,A3101,69,145,2843,171869050
2024,서울,A3191,11037,38798,883183,55290762120
2024,서울,A3192,306,803,18008,1087209000
2024,서울,A3193,32,66,1506,87165630
2024,서울,A3500,16,28,646,28084880
2024,서울,A3900,427,706,1104,18249120
2024,서울,A6100,361,654,1794,80583820
2024,서울,A6101,45,110,2611,151151490
2024,서울,A6191,6135,26611,658012,39822888760
2024,서울,A6192,161,437,10756,626734960
2024,서울,A6193,14,26,671,37349150
2024,서울,A6500,18,29,722,30328690
2024,서울,A6900,241,415,628,9651800
2024,서울,A7100,2943,7007,27426,845131580
2024,서울,A7101,143,282,4505,195630750
2024,서울,A7191,9191,31010,527764,24137609270
2024,서울,A7192,349,837,15907,690472830
2024,서울,A7193,34,50,680,27817120
2024,서울,A7500,49,79,1479,40463690
2024,서울,A7900,853,1338,2580,39654600
2024,서울,AA100,5293674,8203377,9272534,1.36E+11
2024,서울,AA104,2,2,2,16800
2024,서울,AA106,7701,9006,9007,261511410
2024,서울,AA107,85548,93996,94884,3039683360
2024,서울,AA109,258976,341952,342870,5872135440
2024,서울,AA144,1,1,1,10500
2024,서울,AA154,10745867,40754649,45010920,7.49E+11
2024,서울,AA155,1954485,2641145,2712886,45798783410
2024,서울,AA156,1694991,2667298,2682437,51211612540
2024,서울,AA157,1833406,2809681,2820535,58979184197
2024,서울,AA200,2645793,9180922,10179313,1.02E+11
2024,서울,AA204,1,1,1,5300
2024,서울,AA206,6116,19593,19599,427853040
2024,서울,AA207,125514,352251,360243,8930977730
2024,서울,AA209,117156,325348,327229,3918817150
2024,서울,AA221,1,1,1,2650
2024,서울,AA222,733675,5017671,5020098,21603622600
2024,서울,AA224,5,5,5,13250
2024,서울,AA244,2,2,2,15340
2024,서울,AA245,4,5,5,39150
2024,서울,AA250,260788,1531170,1685245,19883318070
2024,서울,AA254,8086005,73349130,81181256,9.60E+11
2024,서울,AA255,1345664,5474550,5569181,68599995770
2024,서울,AA256,1697702,7593786,7612011,1.07E+11
2024,서울,AA257,2943019,11465532,11510009,1.84E+11
2024,서울,AA264,2,2,2,15920
2024,서울,AA265,7,8,8,49400
2024,서울,AB001,16993,90830,1650832,3301664000
2024,서울,AB002,33420,196751,3877274,6630138540
2024,서울,AB003,7321,36922,737991,3223239420
2024,서울,AB004,9903,44117,879542,1926196980
2024,서울,AB005,4480,20950,401195,441314500
2024,서울,AB1A0,140,146,171,7620359
2024,서울,AB1A1,3861,4793,20192,1619059090
2024,서울,AB1AS,90276,122030,586767,54681414480
2024,서울,AB1E0,67,71,62,3651053
2024,서울,AB1E1,3463,4400,19928,2061309440
2024,서울,AB1ES,103859,141519,748554,90105904353
2024,서울,AB1J0,82,86,58,4263343
2024,서울,AB1J1,1574,1863,12946,1641074310
2024,서울,AB1JS,71518,98682,481196,70901424739
2024,서울,AB1N0,64,65,38,3308655
2024,서울,AB1N1,9,10,65,9650080
2024,서울,AB1NS,4652,5161,29496,5195905380
2024,서울,AB1S0,113,116,81,9476891
2024,서울,AB1S1,1803,2051,8779,1818664350
2024,서울,AB1SS,91722,113119,478427,1.15E+11
2024,서울,AB241,1,1,7,633080
2024,서울,AB2A0,376,393,778,29815334
2024,서울,AB2A1,8892,9665,57854,3822424206
2024,서울,AB2A2,2104,2244,13742,825843183
2024,서울,AB2A3,1883,2012,13236,710324690
2024,서울,AB2A4,157,185,1843,85735020
2024,서울,AB2AA,9454,10922,73391,5380955710
2024,서울,AB2AS,8504,10502,65688,5422798040
2024,서울,AB2C5,787,1051,9834,317592010
2024,서울,AB2E0,153,168,110,5748939
2024,서울,AB2E1,4975,6245,55032,4582529800
2024,서울,AB2E2,2931,3237,21025,1585028270
2024,서울,AB2E3,2099,2313,12396,875085560
2024,서울,AB2E4,126,144,1203,73618400
2024,서울,AB2EA,25457,31650,217087,20722158070
2024,서울,AB2ES,17040,22326,135301,14597206290
2024,서울,AB2G5,418,504,4755,203594030
2024,서울,AB2J0,7,8,8,498945
2024,서울,AB2J1,7508,8463,88262,9143786906
2024,서울,AB2J2,2463,2697,19747,1875124260
2024,서울,AB2J3,1446,1561,9440,812814770
2024,서울,AB2J4,286,312,479,37802770
2024,서울,AB2J9,6,6,8,319280
2024,서울,AB2JA,26741,31983,180211,21606384120
2024,서울,AB2JS,9419,11107,62154,8308548757
2024,서울,AB2L5,84,87,185,10086220
2024,서울,AB2N0,10,10,6,486738
2024,서울,AB2N1,4152,4408,25888,3330579100
2024,서울,AB2N2,1345,1408,7241,831832750
2024,서울,AB2N3,1221,1269,8922,918835870
2024,서울,AB2N4,75,91,980,87685520
2024,서울,AB2NA,21434,29317,147176,21352470500
2024,서울,AB2NS,1634,1805,10507,1676346770
2024,서울,AB2Q5,249,332,3245,203447730
2024,서울,AB2S0,9,9,26,2433570
2024,서울,AB2S1,4142,4459,24157,3851846668
2024,서울,AB2S2,2073,2215,11342,1622384180
2024,서울,AB2S3,1259,1331,6529,846164400
2024,서울,AB2S4,80,86,390,45719050
2024,서울,AB2S9,68,74,360,20984270
2024,서울,AB2SA,8813,10072,47394,8578001855
2024,서울,AB2SS,5202,6752,31807,6449401671
2024,서울,AB2U5,159,177,1052,84648520
2024,서울,AB300,5,5,5,172000
2024,서울,AB345,8,8,38,2665070
2024,서울,AB347,1,1,6,313740
2024,서울,AB3A0,389,580,478,16757787
2024,서울,AB3A1,5319,5751,25491,1521529827
2024,서울,AB3A2,2213,2703,21274,1103732210
2024,서울,AB3A3,1792,2194,20104,971072550
2024,서울,AB3A4,2238,2701,21900,961083700
2024,서울,AB3A5,4503,6438,72148,2860126373
2024,서울,AB3A9,1002,1216,3232,66891770
2024,서울,AB3AA,29169,33590,98195,6819876610
2024,서울,AB3B6,154,154,1091,37076940
2024,서울,AB3C6,8886,11004,95018,2562978574
2024,서울,AB3E0,219,464,483,21989534
2024,서울,AB3E1,3074,3503,24423,1849433940
2024,서울,AB3E2,2056,3022,35529,2390956670
2024,서울,AB3E3,1928,2533,28986,1813835220
2024,서울,AB3E4,700,1364,23019,1242250050
2024,서울,AB3E5,1030,1189,9531,485830966
2024,서울,AB3E9,105,105,223,5959263
2024,서울,AB3EA,11449,12200,41928,3680211766
2024,서울,AB3F6,14,14,55,2538250
2024,서울,AB3G6,1840,4108,73503,2482174470
2024,서울,AB3J0,1371,3056,2705,151561952
2024,서울,AB3J1,6432,9322,62376,5857534720
2024,서울,AB3J2,8001,11445,83637,7067537118
2024,서울,AB3J3,2579,4887,64181,4835603602
2024,서울,AB3J4,2357,5002,89234,6042711610
2024,서울,AB3J5,6264,11605,176824,11157236392
2024,서울,AB3J9,1272,1427,2785,104837019
2024,서울,AB3JA,34416,40928,184252,19610485113
2024,서울,AB3K6,208,216,901,50384440
2024,서울,AB3L6,13964,22259,289744,12506889705
2024,서울,AB3N0,169,299,233,15870397
2024,서울,AB3N1,2975,3558,18641,2118545824
2024,서울,AB3N2,1672,1981,13590,1396656634
2024,서울,AB3N3,1074,1374,13778,1281978050
2024,서울,AB3N4,641,1208,14192,1150965830
2024,서울,AB3N5,1625,2551,25026,1912132050
2024,서울,AB3N9,2397,2522,3799,166686255
2024,서울,AB3NA,10071,13343,39471,5129641800
2024,서울,AB3P6,44,44,247,16498320
2024,서울,AB3Q6,2488,4221,53542,2816389290
2024,서울,AB3S0,81,127,107,8386805
2024,서울,AB3S1,2850,3724,19042,2550331120
2024,서울,AB3S2,1988,2403,18276,2178119410
2024,서울,AB3S3,848,941,7643,830753910
2024,서울,AB3S4,1420,1737,11743,1179255510
2024,서울,AB3S5,1034,1367,13449,1209619780
2024,서울,AB3S9,949,990,2900,139895909
2024,서울,AB3SA,22488,24726,81684,13037134740
2024,서울,AB3T6,58,58,227,17494480
2024,서울,AB3U6,4702,5485,38920,2507474247
2024,서울,AB400,72,73,129,3865390
2024,서울,AB421,104,167,1980,118710190
2024,서울,AB440,9,11,18,902250
2024,서울,AB4A1,893,955,3199,157964790
2024,서울,AB4A2,1614,1685,3019,141580390
2024,서울,AB4A3,471,473,684,29813700
2024,서울,AB4A4,207,229,916,34943840
2024,서울,AB4A5,133,148,647,22914410
2024,서울,AB4A6,48936,57964,227727,7357059792
2024,서울,AB4E6,2419,2926,19622,801603296
2024,서울,AB4J1,1094,1464,8269,644754560
2024,서울,AB4J2,2140,2251,4699,353282420
2024,서울,AB4J3,525,528,1359,93336980
2024,서울,AB4J4,283,330,1117,68903760
2024,서울,AB4J5,612,647,1845,108946360
2024,서울,AB4J6,28687,36008,277697,14412952778
2024,서울,AB500,6620,15375,43545,938800072
2024,서울,AB501,403,1020,15974,530546640
2024,서울,AB518,1,1,1,6030
2024,서울,AB590,3,3,3,61950
2024,서울,AB591,35497,196793,3740838,1.30E+11
2024,서울,AB592,1226,4003,75649,2471305713
2024,서울,AB593,100,221,3868,120168130
2024,서울,AB600,101,179,3464,62097060
2024,서울,AB900,34220,42841,194140,
2024,서울,AB901,18842,21358,96106,10380000
2024,서울,AB902,11972,14733,88833,
2024,서울,AB903,322,670,4828,600000
2024,서울,AB912,10560,11686,28264,
2024,서울,AC004,2,2,2,25340
2024,서울,AC007,5,5,5,56300
2024,서울,AC011,54672,119503,119578,2745510880
2024,서울,AC012,14305,45951,45961,883370420
2024,서울,AC013,1,1,1,16410
2024,서울,AC014,10863,28779,28803,418795620
2024,서울,AC015,39798,132803,132910,1579984000
2024,서울,AC031,5027,5360,5361,1327169160
2024,서울,AC032,2989,3158,3160,573729600
2024,서울,AC033,2624,3417,3417,378274810
2024,서울,AC034,19310,27408,27516,3011901360
2024,서울,AC103,1,1,1,61733
2024,서울,AC201,56775,79543,498350,8797791340
2024,서울,AC202,20039,25214,174283,4457999530
2024,서울,AC203,9459,11354,76291,3871815830
2024,서울,AC301,16874,24576,27683,1360014695
2024,서울,AC302,1725,2014,2151,102766425
2024,서울,AC303,1,1,1,51480
2024,서울,AC310,382040,628629,4366548,8951428590
2024,서울,AC321,144247,215818,1637873,3832903560
2024,서울,AC322,174013,230437,1827852,5082007600
2024,서울,AC331,14860,34423,639689,2181339490
2024,서울,AC332,41990,60695,638570,823783140
2024,서울,AC340,455,2456,65912,204327200
2024,서울,AC450,179263,191667,196130,7035199820
2024,서울,AC460,87916,92644,94765,2680069280
2024,서울,AC470,30545,34214,35142,716909980
2024,서울,AC500,18870,119589,2409055,3782216350
2024,서울,AC600,1230,1283,3785,108705200
2024,서울,AC641,5323,5575,17618,4743837000
2024,서울,AC642,313,318,736,178284960
2024,서울,AC644,3843,3954,14420,3344210610
2024,서울,AC645,1064,1115,3071,636659400
2024,서울,AC651,1266,1539,13099,3714063190
2024,서울,AC652,312,414,1745,443128320
2024,서울,AC654,624,747,5101,1297203160
2024,서울,AC711,209,221,230,5223300
2024,서울,AC712,1218,1471,5947,202614290
2024,서울,AC721,262,275,280,5712000
2024,서울,AC722,950,1102,3995,122249960
2024,서울,AC731,226,326,340,5086400
2024,서울,AC732,702,812,3720,83484900
2024,서울,AC741,122,135,163,1887540
2024,서울,AC742,304,365,1496,25970830
2024,서울,AD100,915,1805,18704,11897193220
2024,서울,AD101,746,1491,15017,5768029700
2024,서울,AD200,184,335,3587,2074792540
2024,서울,AD201,68,105,1217,424964230
2024,서울,ADC01,409,414,414,
2024,서울,ADC02,590,679,679,
2024,서울,ADC03,10825,11793,11793,
2024,서울,ADC04,2051,2327,2327,
2024,서울,ADC05,9762,12828,12828,
2024,서울,AE011,358,369,369,23767290
2024,서울,AE012,761,770,770,37198700
2024,서울,AE021,9580,10286,10287,728215420
2024,서울,AE022,49818,50874,50875,2796106490
2024,서울,AE100,5,5,5,
2024,서울,AF100,48797,148732,150682,6869592380
2024,서울,AF200,11834,23096,23104,929704960
2024,서울,AF300,12063,46319,70057,2433859820
2024,서울,AF400,58528,89581,101860,3421378990
2024,서울,AF591,68,269,269,10203170
2024,서울,AG111,2055,5199,13858,1432229730
2024,서울,AG112,2045,2275,5360,747543060
2024,서울,AG113,3101,6140,13426,463501440
2024,서울,AG121,1519,2396,6528,809226110
2024,서울,AG211,1096,5906,20392,1948753420
2024,서울,AG212,241,282,510,65842680
2024,서울,AG213,1279,7533,16264,494981090
2024,서울,AG221,1023,2989,10708,1238396720
2024,서울,AG311,2875,15109,53408,3109835560
2024,서울,AG312,31,31,55,4116960
2024,서울,AG313,2730,14488,35730,618209560
2024,서울,AG321,1359,3066,5389,561363050
2024,서울,AG411,4452,11676,39202,2456990960
2024,서울,AG412,804,1137,3099,243703820
2024,서울,AG413,4144,11522,30090,526260340
2024,서울,AG421,1698,2472,3920,382907840
2024,서울,AH001,282,282,282,14850120
2024,서울,AH002,456,465,467,81505510
2024,서울,AH011,634842,1015993,7345342,22036672890
2024,서울,AH012,1818,1919,12114,29558160
2024,서울,AH013,479,638,7571,12967090
2024,서울,AH014,551,573,2738,8214000
2024,서울,AH021,20943,27380,283519,1009340240
2024,서울,AH022,8514,10248,109371,324869910
2024,서울,AH023,5334,9868,78131,162524990
2024,서울,AH024,211,214,611,2180110
2024,서울,AH040,32,32,32,2903040
2024,서울,AH056,27,27,27,8711010
2024,서울,AH057,15,15,15,8065800
2024,서울,AH058,11,11,11,20507230
2024,서울,AH111,14019,82134,1605300,3563766000
2024,서울,AH112,10202,50865,1016935,1372862250
2024,서울,AH113,10187,52698,1045940,847211400
2024,서울,AH114,3,3,3,15600
2024,서울,AH115,2,2,2,4800
2024,서울,AH200,2138085,12520108,12523843,28428948397
2024,서울,AH215,1,1,1,3180
2024,서울,AH234,1,1,1,12130
2024,서울,AH324,1,1,1,21690
2024,서울,AH364,1,1,1,3780
2024,서울,AH3A2,135,135,135,10886400
2024,서울,AH3B1,165,165,165,12419550
2024,서울,AH3B2,56,58,58,4053620
2024,서울,AH4A1,5,5,5,78050
2024,서울,AH4B1,223,224,224,3059840
2024,서울,AH500,213003,312730,861535,17696225370
2024,서울,AH501,29815,35642,137881,2832082480
2024,서울,AH514,2,2,2,25180
2024,서울,AH600,146448,196480,550034,8548092200
2024,서울,AH700,140341,189015,267984,3931118590
2024,서울,AH800,2470,4001,4282,24193300
2024,서울,AH900,3881,4461,4797,31276500
2024,서울,AI010,310427,467031,2935658,14678295940
2024,서울,AI011,231840,338803,2099812,2393787220
2024,서울,AI012,33127,49286,299305,835061040
2024,서울,AI020,156247,207273,1517882,7073917640
2024,서울,AI021,75189,105178,725711,827410180
2024,서울,AI022,284,301,2689,6971050
2024,서울,AI023,3047,3610,22385,122924850
2024,서울,AI024,10630,14369,91777,803048750
2024,서울,AI030,102335,133965,977249,4285779230
2024,서울,AI031,2772,3160,16338,18631140
2024,서울,AI032,10834,13785,102907,247009200
2024,서울,AI033,4446,8216,129923,608746910
2024,서울,AI034,2649,5139,83982,717992810
2024,서울,AI035,3471,7344,119909,1447837030
2024,서울,AI100,1792,1860,1878,246700560
2024,서울,AI101,3466,3645,3647,638772050
2024,서울,AI102,3886,4282,4336,949323840
2024,서울,AI103,1328,1416,1486,390416780
2024,서울,AI104,401,419,454,139155540
2024,서울,AI105,215,236,236,82670800
2024,서울,AI106,195,266,266,104827940
2024,서울,AI200,233,235,241,27883440
2024,서울,AI210,9,9,10,301150
2024,서울,AI301,17,19,19,1903990
2024,서울,AI302,1,1,1,133610
2024,서울,AI410,3,3,3,93720
2024,서울,AI600,25865,36361,66791,2906076690
2024,서울,AI700,16765,20632,29779,973552710
2024,서울,AI900,630,635,782,2335231860
2024,서울,AJ006,2630,2813,14355,412317600
2024,서울,AJ010,1842,2158,17457,816850650
2024,서울,AJ011,2383,3103,29930,1891280600
2024,서울,AJ020,401,424,1920,296826170
2024,서울,AJ021,253,268,1366,286081380
2024,서울,AJ031,771,856,4131,97450290
2024,서울,AJ065,6241,7222,48388,2202682240
2024,서울,AJ066,18760,20946,115851,6856206720
2024,서울,AJ067,17776,19615,88103,7821022120
2024,서울,AJ068,9648,10775,56976,10114949280
2024,서울,AJ076,74,98,1281,90963810
2024,서울,AJ077,2179,2900,51618,5498349360
2024,서울,AJ078,5109,7458,109909,23415445660
2024,서울,AJ085,55,58,371,19926410
2024,서울,AJ087,1125,1320,9453,990107220
2024,서울,AJ088,880,1150,11055,2315911950
2024,서울,AJ103,3816,4876,53785,1999188450
2024,서울,AJ1B1,9045,10217,59473,26527036560
2024,서울,AJ1B2,262,279,1047,374690040
2024,서울,AJ1BA,24797,27952,145337,77872931090
2024,서울,AJ1BS,9692,10754,43196,27837956840
2024,서울,AJ1C1,1585,2124,34498,18500315510
2024,서울,AJ1C2,3005,4160,70387,36025937780
2024,서울,AJ1C3,800,1025,17747,8615140820
2024,서울,AJ1CA,237,254,3168,1967641200
2024,서울,AJ1CS,155,174,3038,2319350380
2024,서울,AJ1D1,21,26,336,173503830
2024,서울,AJ1DA,1392,1779,15889,9843329670
2024,서울,AJ1DS,612,747,5252,3903345050
2024,서울,AJ203,1802,2157,16881,514750330
2024,서울,AJ2B1,12245,13927,77208,26886910665
2024,서울,AJ2B2,4763,5191,34560,10036102700
