진료년도,시도,행위코드,환자수,명세서건수,의료행위총사용량,의료행위청구금액
2024,경북,R3720,10,11,10,2019428
2024,경북,R3725,2,2,2,519596
2024,경북,R3730,9,9,13,1861150
2024,경북,R3750,15,15,15,3970088
2024,경북,R3756,1,1,1,824329
2024,경북,R3765,1,1,1,636009
2024,경북,R3770,18,19,22,3888497
2024,경북,R3780,1,1,1,170550
2024,경북,R3791,1,1,1,526482
2024,경북,R3810,8,8,11,6345604
2024,경북,R3821,7,7,7,1400831
2024,경북,R3822,17,17,18,3366710
2024,경북,R3825,90,92,92,9498060
2024,경북,R3830,78,81,81,4656316
2024,경북,R3851,9,9,11,2996033
2024,경북,R3852,1,1,1,596178
2024,경북,R3853,1,2,3,549846
2024,경북,R3856,4,4,4,3950573
2024,경북,R3862,5,5,8,3301485
2024,경북,R3882,7,7,10,9615870
2024,경북,R3891,4,4,4,1874294
2024,경북,R3893,4,4,7,3053160
2024,경북,R3903,2,2,2,1094067
2024,경북,R3910,125,126,150,70709371
2024,경북,R3920,58,63,72,14875682
2024,경북,R3925,2,2,2,722060
2024,경북,R3950,1,1,1,1347060
2024,경북,R3960,3,3,3,7280889
2024,경북,R3975,111,116,168,98863714
2024,경북,R3977,33,33,34,39685050
2024,경북,R3980,7124,9175,9180,210540254
2024,경북,R3990,24,24,25,19239414
2024,경북,R3991,19,20,22,5947911
2024,경북,R3992,1,1,1,193424
2024,경북,R4001,152,157,161,37811390
2024,경북,R4021,1513,1514,1543,160173933
2024,경북,R4023,25,26,32,5134283
2024,경북,R4024,151,152,157,33712343
2024,경북,R4025,9,9,10,2190239
2024,경북,R4026,19,19,19,2713929
2024,경북,R4028,25,25,25,1773598
2024,경북,R4030,1,1,1,66693
2024,경북,R4040,2,2,2,185588
2024,경북,R4041,5,5,5,815683
2024,경북,R4050,411,476,476,30661447
2024,경북,R4060,106,111,112,13735800
2024,경북,R4065,443,485,492,46579050
2024,경북,R4066,120,124,124,30414029
2024,경북,R4070,26,26,27,4020694
2024,경북,R4071,1,1,1,757460
2024,경북,R4072,1,1,1,1538801
2024,경북,R4086,1,1,1,272311
2024,경북,R4101,3,3,3,408690
2024,경북,R4102,60,103,103,8836238
2024,경북,R4103,24,29,29,3073391
2024,경북,R4105,1174,1502,1499,54488524
2024,경북,R4106,126928,205317,205478,1420552770
2024,경북,R4111,9,10,17,4120479
2024,경북,R4113,132,245,247,7431655
2024,경북,R4114,68,68,73,37729998
2024,경북,R4123,26,26,27,10776530
2024,경북,R4124,5,5,9,1936877
2024,경북,R4125,11,11,18,2389158
2024,경북,R4126,2,2,4,736164
2024,경북,R4127,2,2,3,1290740
2024,경북,R4128,6,6,6,2724799
2024,경북,R4129,14,14,19,11972576
2024,경북,R4130,10,10,14,4976378
2024,경북,R4131,1,1,1,434544
2024,경북,R4144,1,1,1,1339558
2024,경북,R4147,4,4,5,2546072
2024,경북,R4148,18,19,29,12250062
2024,경북,R4156,1,1,1,1539373
2024,경북,R4160,14,14,15,5718796
2024,경북,R4161,3,3,3,6971833
2024,경북,R4162,4,4,4,10328648
2024,경북,R4163,1,1,1,2299770
2024,경북,R4164,2,2,2,4599540
2024,경북,R4165,4,4,4,1394499
2024,경북,R4166,4,4,4,1513380
2024,경북,R4203,2,3,5,1150446
2024,경북,R4215,16,16,13,4748340
2024,경북,R4224,1,2,3,457259
2024,경북,R4230,53,54,78,9929145
2024,경북,R4235,43,47,47,12351296
2024,경북,R4240,3108,3169,3155,163349888
2024,경북,R4241,777,779,804,161796339
2024,경북,R4242,5,5,5,2127125
2024,경북,R4261,1,1,1,112431
2024,경북,R4262,459,464,487,50943105
2024,경북,R4271,1663,1687,1666,47757695
2024,경북,R4275,1485,1492,1454,16669860
2024,경북,R4276,43,43,42,7819145
2024,경북,R4277,1203,1225,1175,55414875
2024,경북,R4281,41,41,41,4605794
2024,경북,R4285,24,24,24,1100123
2024,경북,R4286,1,3,3,99780
2024,경북,R4287,157,194,209,8514135
2024,경북,R4295,2,2,2,499230
2024,경북,R4300,10721,20028,19688,618264540
2024,경북,R4305,36,41,60,3976670
2024,경북,R4306,2,3,3,105870
2024,경북,R4310,742,1035,1010,41868392
2024,경북,R4320,544,688,682,30173320
2024,경북,R4331,1,1,2,240339
2024,경북,R4332,1,1,1,446413
2024,경북,R4345,2,2,2,459822
2024,경북,R4351,164,164,180,257937713
2024,경북,R4353,1,1,1,1534412
2024,경북,R4356,290,291,310,483092340
2024,경북,R4370,1727,1729,1768,48739410
2024,경북,R4376,1705,1706,1737,74782962
2024,경북,R4379,1455,1455,3474,4764890
2024,경북,R4380,1,1,1,2296224
2024,경북,R4411,1,1,2,548504
2024,경북,R4425,1,1,1,820017
2024,경북,R4428,5,5,5,10082380
2024,경북,R4430,1,1,2,286165
2024,경북,R4435,2,2,2,357168
2024,경북,R4441,1463,1518,1528,176164877
2024,경북,R4442,39,39,39,7409193
2024,경북,R4444,17,18,29,5601717
2024,경북,R4445,174,179,279,80687266
2024,경북,R4446,2,2,2,1878602
2024,경북,R4448,1,1,1,1268058
2024,경북,R4449,2,2,2,3627052
2024,경북,R4452,38,39,40,5408637
2024,경북,R4453,3,4,4,366101
2024,경북,R4456,2,2,2,372510
2024,경북,R4457,3,3,3,826140
2024,경북,R4458,9,9,9,2906736
2024,경북,R4459,5,5,5,1772211
2024,경북,R4471,6,7,7,1101638
2024,경북,R4481,4,4,4,524875
2024,경북,R4514,67,67,133,123578651
2024,경북,R4517,100,101,199,146019433
2024,경북,R4518,8,10,17,12372121
2024,경북,R4521,2270,2375,2369,191777367
2024,경북,R4522,11,11,11,2973067
2024,경북,R4526,1,1,1,154718
2024,경북,R4531,86,87,95,37593028
2024,경북,R4532,4,4,4,2413697
2024,경북,R4533,2,2,2,698475
2024,경북,R4534,1,1,1,617331
2024,경북,R6401,885,1591,1591,188457461
2024,경북,R6402,2,2,2,72640
2024,경북,R6403,8,12,12,2218260
2024,경북,R6412,2,2,2,1362780
2024,경북,R6420,20,20,20,1079200
2024,경북,R6430,390,617,617,592461270
2024,경북,R6440,234,262,262,281044010
2024,경북,R6471,200,283,283,53092359
2024,경북,R6472,149,165,165,40443000
2024,경북,R6481,117,182,182,96293574
2024,경북,R6482,62,73,73,45026783
2024,경북,R6483,48,50,50,35005125
2024,경북,R6491,27,34,34,20255398
2024,경북,R6492,24,24,24,15611400
2024,경북,R6493,22,25,25,18285500
2024,경북,R6494,1,1,1,568381
2024,경북,R6501,1,1,1,158870
2024,경북,R6502,224,289,289,103406816
2024,경북,R6511,236,322,322,42567325
2024,경북,R6513,20,24,24,4632370
2024,경북,R6521,355,483,483,114844008
2024,경북,R6523,110,116,116,33220678
2024,경북,R6530,579,885,885,479645352
2024,경북,R6531,7,7,7,3983728
2024,경북,R6532,235,330,330,56444200
2024,경북,R6533,213,363,363,19646567
2024,경북,R6560,457,773,773,159941926
2024,경북,RA433,1,1,1,1150550
2024,경북,RY541,136,153,196,4044139
2024,경북,RY542,5,5,5,203156
2024,경북,RY543,1,1,1,53162
2024,경북,S0011,7623,9606,9763,194180191
2024,경북,S0012,777,986,991,23266244
2024,경북,S0013,270,303,303,9649536
2024,경북,S0014,138,166,177,1237934
2024,경북,S0015,11,13,13,111240
2024,경북,S0016,1,1,1,15460
2024,경북,S0021,1188,1205,1227,43498166
2024,경북,S0022,1548,1561,1570,80713843
2024,경북,S0023,3,3,3,129367
2024,경북,S0024,1,1,1,8700
2024,경북,S0027,823,829,832,56802508
2024,경북,S0028,344,347,352,29702995
2024,경북,S0029,150,150,152,17122811
2024,경북,S0030,65,66,86,698254
2024,경북,S0031,84,84,84,4730882
2024,경북,S0032,340,340,361,23880897
2024,경북,S0037,292,294,298,25284072
2024,경북,S0038,149,150,151,15946367
2024,경북,S0039,76,76,77,9739807
2024,경북,S0040,33,33,44,317371
2024,경북,S0161,577,585,593,254844661
2024,경북,S0162,5,5,5,3694920
2024,경북,S0163,23,23,23,17673126
2024,경북,S0164,5,5,7,4541174
2024,경북,S0165,1,1,2,671715
2024,경북,S0166,7,8,8,7670432
2024,경북,S0167,2,2,2,1372109
2024,경북,S0168,26,29,33,27031503
2024,경북,S0171,21,23,21,13103127
2024,경북,S0172,2,3,3,2291100
2024,경북,S0173,74,83,87,41396155
2024,경북,S0174,6,7,7,4837898
2024,경북,S0175,26,28,29,14881058
2024,경북,S0176,5,5,6,3304345
2024,경북,S0479,1,1,1,2081222
2024,경북,S4594,19,19,20,7987992
2024,경북,S4595,133,137,149,44998176
2024,경북,S4596,24,24,24,5936865
2024,경북,S4603,43,43,43,15533483
2024,경북,S4604,200,202,205,38875976
2024,경북,S4605,1,1,1,513700
2024,경북,S4612,4,4,4,1050764
2024,경북,S4613,5,5,5,1231755
2024,경북,S4615,9,9,9,2426765
2024,경북,S4621,113,119,141,363105628
2024,경북,S4622,89,90,97,313230957
2024,경북,S4634,6,6,6,23434554
2024,경북,S4635,3,3,3,13568313
2024,경북,S4641,92,92,101,350490778
2024,경북,S4642,13,13,13,79109437
2024,경북,S4654,1,1,1,8922474
2024,경북,S4658,1,1,1,3553033
2024,경북,S4661,6,8,11,21120396
2024,경북,S4662,3,3,3,7840173
2024,경북,S4696,1,1,1,2296745
2024,경북,S4705,1,1,1,1204511
2024,경북,S4709,3,3,3,4562448
2024,경북,S4711,6,6,7,7364214
2024,경북,S4712,89,94,101,112368135
2024,경북,S4714,1,1,1,980177
2024,경북,S4715,1,1,1,367565
2024,경북,S4722,1,1,2,1026553
2024,경북,S4756,14,23,34,12508034
2024,경북,S4771,3,3,3,5474139
2024,경북,S4772,4,4,4,8822704
2024,경북,S4825,44,50,50,12720250
2024,경북,S4826,5,5,5,1670655
2024,경북,S4832,15,15,29,24476551
2024,경북,S4851,541,558,613,171938794
2024,경북,S4895,1,1,1,456082
2024,경북,S4930,18133,22439,24220,443037380
2024,경북,S4941,97,99,100,4342202
2024,경북,S4950,156,159,170,42996085
2024,경북,S4960,6700,7709,7949,215782376
2024,경북,S4971,6187,7525,7686,207387902
2024,경북,S4972,4517,4923,4962,273608715
2024,경북,S4981,6,7,7,1353402
2024,경북,S4982,1,1,1,470404
2024,경북,S4990,1,1,1,72900
2024,경북,S5000,4,4,4,1058849
2024,경북,S5021,21,24,23,5118641
2024,경북,S5030,25,30,33,5028243
2024,경북,S5038,1,2,2,589600
2024,경북,S5040,2,2,2,884380
2024,경북,S5041,173,222,261,82047043
2024,경북,S5043,11,12,14,9628620
2024,경북,S5044,1,1,1,301147
2024,경북,S5049,11,11,10,7934403
2024,경북,S5054,77,85,102,16528820
2024,경북,S5070,1914,5250,5610,707545477
2024,경북,S5071,14,14,14,2484316
2024,경북,S5080,76,140,143,8597045
2024,경북,S5091,40,46,49,7900723
2024,경북,S5110,8,8,6,2205216
2024,경북,S5112,9527,10789,13526,4197052714
2024,경북,S5116,68,70,57,16332855
2024,경북,S5117,722,865,1442,95788256
2024,경북,S5118,38,38,34,13863269
2024,경북,S5119,727,871,1369,471903627
2024,경북,S5121,443,470,508,526165905
2024,경북,S5122,44,49,47,11398243
2024,경북,S5130,130,131,131,79451108
2024,경북,S5140,29,29,17,7499381
2024,경북,S5145,357,373,267,250936846
2024,경북,S5160,3102,4793,5705,784072793
2024,경북,S5161,310,321,245,102074911
2024,경북,S5164,57,60,60,16718435
2024,경북,S5173,20,20,28,10566886
2024,경북,S5174,3,3,4,2966139
2024,경북,S5175,1,1,1,640684
2024,경북,S5176,2,2,4,4067712
2024,경북,S5191,1,1,1,302005
2024,경북,S5211,70,70,76,30923934
2024,경북,S5212,4,4,4,1465574
2024,경북,S5231,4,4,5,2359565
2024,경북,S5240,286,301,301,9617351
2024,경북,S5245,323,330,340,73730596
2024,경북,S5246,1,1,1,770066
2024,경북,S5250,5836,6388,6462,231058663
2024,경북,S5271,2,2,3,641910
2024,경북,S5272,9,9,12,5927490
2024,경북,S5281,52,52,68,15356988
2024,경북,S5282,966,983,1893,727826742
2024,경북,S5291,75,76,149,96982310
2024,경북,S5292,431,435,837,501913300
2024,경북,S5293,11,11,14,3189600
2024,경북,S5300,14,14,15,417507
2024,경북,S5321,12,12,7,1590637
2024,경북,S5322,2,2,2,523090
2024,경북,S5341,993,1055,1081,272588896
2024,경북,S5342,12,12,12,1801112
2024,경북,S5345,5,5,5,545461
2024,경북,S5346,163,182,221,56799635
2024,경북,S5360,2,2,4,934480
2024,경북,S5373,12,13,13,13876590
2024,경북,S5380,9,10,10,2036875
2024,경북,S5390,67,70,69,7784453
2024,경북,S5400,7982,8879,8879,229598154
2024,경북,S5421,132,133,132,8550358
2024,경북,S5422,26,26,26,5127792
2024,경북,S5430,7039,17819,20498,254106818
2024,경북,S5440,109,121,147,4620906
2024,경북,S5450,1,1,1,174960
2024,경북,S5465,163,180,180,3476997
2024,경북,S5470,234,254,329,14531649
2024,경북,S5480,7,7,8,2427434
2024,경북,S5490,3,3,3,133196
2024,경북,S5510,688,767,805,14733030
2024,경북,S5511,2343,3123,5574,137671042
2024,경북,S5520,9,10,10,1108320
2024,경북,S5525,186,244,207,31424170
2024,경북,S5530,2,2,2,321400
2024,경북,S5540,49,56,56,34086640
2024,경북,S5542,8,8,8,351040
2024,경북,S5550,33,34,48,6838465
2024,경북,S5560,14,15,16,925425
2024,경북,S5571,67695,89785,103398,1988312563
2024,경북,S5572,420,454,498,42515479
2024,경북,S5575,1804,2577,2581,154449760
2024,경북,S5578,506,810,821,63339446
2024,경북,S5582,1,1,2,450362
2024,경북,S5591,48,48,50,8991985
2024,경북,S5600,2476,3963,4288,180041494
2024,경북,S5601,772,1221,1394,78540846
2024,경북,S5611,860,1262,1334,74587600
2024,경북,S5615,3177,5714,5801,164639430
2024,경북,S5620,803,998,1073,169525573
2024,경북,S5621,93,99,100,4670554
2024,경북,S5622,217,263,282,48272813
2024,경북,S5630,4455,12039,12477,183876793
2024,경북,S5640,74,75,144,45513070
2024,경북,S5651,3,3,3,1187142
2024,경북,S5654,531,591,596,95432465
2024,경북,S5657,54,58,59,10864886
2024,경북,S5660,1311,2828,3101,53800695
2024,경북,S5671,47,48,95,49496304
2024,경북,S5672,13,13,25,15560974
2024,경북,S5761,3,3,3,412368
2024,경북,S5791,27,27,54,11242341
2024,경북,S6693,3,3,3,6245118
2024,경북,S6695,1,1,1,1883629
2024,경북,SA011,9197,10346,10415,178653839
2024,경북,SA012,2557,2711,2726,50511960
2024,경북,SA013,1424,1529,1574,30707226
2024,경북,SA014,36,41,52,251947
2024,경북,SA015,164,202,204,1263590
2024,경북,SA016,21,21,26,160185
2024,경북,SA021,639,640,651,26343618
2024,경북,SA022,1074,1082,1101,63570062
2024,경북,SA027,395,398,403,29407337
2024,경북,SA028,182,184,187,16403048
2024,경북,SA029,94,96,99,9743154
2024,경북,SA030,29,29,41,275185
2024,경북,SA031,339,340,343,24580960
2024,경북,SA032,1328,1335,1358,109922265
2024,경북,SA037,831,834,852,76796288
2024,경북,SA038,386,388,400,43356797
2024,경북,SA039,218,220,226,29087536
2024,경북,SA040,86,86,111,789213
2024,경북,SB021,12574,12899,13306,359112632
2024,경북,SB022,7580,7671,7725,389915061
2024,경북,SB023,2,2,2,76154
2024,경북,SB024,2,2,2,16420
2024,경북,SB025,2,2,2,18984
2024,경북,SB029,2557,2601,2635,208133707
2024,경북,SB030,303,309,344,3819965
2024,경북,SB031,472,475,479,24618088
2024,경북,SB032,527,531,535,37166889
2024,경북,SB039,322,329,338,29283521
2024,경북,SB040,52,53,64,597165
2024,경북,SB161,242,243,248,133198497
2024,경북,SB164,1,1,1,1029457
2024,경북,SB165,2,2,3,1682978
2024,경북,SB166,1,1,1,1167738
2024,경북,SB168,14,14,14,17030406
2024,경북,SB171,1,1,1,140632
2024,경북,SB173,7,7,8,1525348
2024,경북,SB273,1,1,1,51530
2024,경북,SB274,1,1,1,147818
2024,경북,SC021,4896,4970,5025,159593832
2024,경북,SC022,5323,5405,5471,299931227
2024,경북,SC023,2,2,2,104600
2024,경북,SC027,2358,2996,3817,118662432
2024,경북,SC028,308,372,939,35357536
2024,경북,SC029,1897,1927,1977,158605473
2024,경북,SC030,218,219,259,2883661
2024,경북,SC031,693,702,716,46111084
2024,경북,SC032,1107,1121,1140,93218549
2024,경북,SC039,1028,1059,1119,109770567
2024,경북,SC040,171,175,225,2462204
2024,경북,SZ084,1,1,1,30000
2024,경북,T6020,2601,2841,2883,95728723
2024,경북,T6030,6172,6925,7016,193578537
2024,경북,T6051,1398,1528,1613,78973048
2024,경북,T6052,158,170,187,9326169
2024,경북,T6060,7684,8832,8987,262277156
2024,경북,T6061,1225,1379,1414,45242029
2024,경북,T6063,18,18,18,681603
2024,경북,T6090,1031,1132,1136,18314440
2024,경북,T6110,21,21,21,942879
2024,경북,T6120,2,2,2,86430
2024,경북,T6131,4,4,4,100400
2024,경북,T6132,107,108,109,2553418
2024,경북,T6133,436,445,448,9351624
2024,경북,T6136,1,1,1,17651
2024,경북,T6137,170,170,172,3028300
2024,경북,T6138,227,233,237,3544969
2024,경북,T6140,1506,1630,1672,22581382
2024,경북,T6151,11597,13154,13926,434041437
2024,경북,T6152,49585,56426,58043,1406707235
2024,경북,T6153,14801,16150,17162,655150129
2024,경북,T6154,63962,71550,72667,1821920917
2024,경북,T6155,35134,39450,40031,543831374
2024,경북,T6161,3493,3584,3584,80453545
2024,경북,T6162,1097,1115,1115,16989110
2024,경북,T6163,5304,5802,5841,80981111
2024,경북,U0001,52800,62226,151062,52781305
2024,경북,U0002,14061,16340,37804,21536030
2024,경북,U0010,34145,39318,49615,64732653
2024,경북,U0011,7677,8864,10908,20083231
2024,경북,U0012,2634,2672,2738,3299484
2024,경북,U0020,3325,3748,4681,12737618
2024,경북,U0041,16668,23878,76575,110916372
2024,경북,U0050,102122,120961,293171,1957288062
2024,경북,U0051,5915,6392,14272,94674017
2024,경북,U0052,2049,2119,6401,59540745
2024,경북,U0053,100,106,311,2889064
2024,경북,U0060,180441,254699,515598,5977664739
2024,경북,U0074,5834,6590,12352,493688927
2024,경북,U0075,6175,7445,31740,763255326
2024,경북,U0079,74,75,220,12397145
2024,경북,U0090,5425,6148,6840,84201244
2024,경북,U0101,102523,121391,294611,1488958874
2024,경북,U0109,2051,2121,6407,45178398
2024,경북,U0110,2118,4139,12702,39139226
2024,경북,U0111,92690,212538,543563,1200281028
2024,경북,U0114,2320,4435,13525,86953166
2024,경북,U0115,2317,4397,13424,91565637
2024,경북,U0116,107926,234786,578733,2661125452
2024,경북,U0119,103884,223079,547104,2658627633
2024,경북,U0121,7542,8798,23410,148858185
2024,경북,U0126,93818,110465,269719,2833996111
2024,경북,U0129,2051,2087,6415,94621657
2024,경북,U0131,6457,7242,8575,33103875
2024,경북,U0132,11544,13715,15215,91219260
2024,경북,U0133,2898,3171,3458,27413357
2024,경북,U0134,520,582,653,6515291
2024,경북,U0135,145169,193458,416887,3896692101
2024,경북,U0136,87390,112806,146379,1902933199
2024,경북,U0137,36076,44193,62585,964947709
2024,경북,U0138,9393,11381,14670,309046519
2024,경북,U0140,57382,147729,151778,448161666
2024,경북,U0151,46905,54644,80041,288430136
2024,경북,U0152,33526,38041,42997,229017965
2024,경북,U0153,15573,17396,21063,153331257
2024,경북,U0154,4959,5633,6745,58084398
2024,경북,U0170,8,8,8,46433
2024,경북,U0200,162675,230655,476027,448308191
2024,경북,U0210,1161,1208,1334,9692989
2024,경북,U0220,60368,72031,115695,321055740
2024,경북,U0239,15268,21524,31252,2247088586
2024,경북,U0240,15607,23083,29752,2369111742
2024,경북,U0241,5729,8346,10756,938366685
2024,경북,U1010,53395,114472,174671,4146146326
2024,경북,U1020,20,20,21,1215260
2024,경북,U1030,90,94,94,4213291
2024,경북,U1040,1776,1939,2015,91760065
2024,경북,U1051,3217,3979,4180,299235969
2024,경북,U1052,1491,1807,2038,230652267
2024,경북,U1060,1699,2266,2911,36852126
2024,경북,U1071,270,360,363,47664316
2024,경북,U1072,9,9,9,1048350
2024,경북,U1081,4,4,4,540640
2024,경북,U1082,161,194,195,29820860
2024,경북,U1083,42,53,53,8526150
2024,경북,U1100,25,27,27,3779631
2024,경북,U1110,55,57,57,8234405
2024,경북,U1131,121,121,122,7393174
2024,경북,U1132,80,81,80,4785268
2024,경북,U1140,22,22,22,2647496
2024,경북,U1511,5935,6236,6916,785199332
2024,경북,U1512,1760,1814,2014,442546513
2024,경북,U1513,931,954,1043,290993120
2024,경북,U1514,2683,3295,3636,268124795
2024,경북,U1521,11050,12504,17696,1298701755
2024,경북,U1522,6144,6938,7088,804021870
2024,경북,U1531,15914,21831,23517,1764232481
2024,경북,U1532,8603,12666,14172,474408389
2024,경북,U1533,398,415,458,34667636
2024,경북,U1541,2808,3073,3155,231635156
2024,경북,U1542,1011,1029,1040,155647424
2024,경북,U2211,105903,154650,154830,311474040
2024,경북,U2212,107,148,158,1665793
2024,경북,U2213,55,64,76,1118848
2024,경북,U2214,78,90,90,1836230
2024,경북,U2221,66079,124920,124953,210547845
2024,경북,U2222,7653,11576,11576,49641357
2024,경북,U2231,6718,9292,13674,25456028
2024,경북,U2232,219125,272118,755568,7099286296
2024,경북,U2233,414770,414979,414651,17353214810
2024,경북,U2240,77609,115541,169951,2852924335
2024,경북,U2241,75520,94752,133035,193370260
2024,경북,U2242,61096,69840,126261,918363501
2024,경북,U2245,6007,6485,14390,199085090
2024,경북,U2246,99,105,308,5983023
2024,경북,U2260,133,134,134,11735442
2024,경북,U2280,771,796,831,2639490
2024,경북,U2290,52203,64638,121240,529519051
2024,경북,U2300,129,129,129,10407004
2024,경북,U2320,13,13,13,1007082
2024,경북,U2330,47,48,48,1403625
2024,경북,U2341,1444,1656,1670,38888779
2024,경북,U2342,743,816,828,26754417
2024,경북,U2352,56,59,60,621600
2024,경북,U2353,32,35,35,300300
2024,경북,U2354,59,66,67,588260
2024,경북,U2370,8924,15263,15267,339316666
2024,경북,U2371,4525,6474,8838,92090322
2024,경북,U2372,103,108,113,1178840
2024,경북,U2381,4423,9171,9172,36567829
2024,경북,U2382,4150,9194,9194,58787530
2024,경북,U2383,3818,8225,8225,64160289
2024,경북,U2390,25523,32778,67014,2467396167
2024,경북,U4411,56248,96571,119144,401888538
2024,경북,U4412,45771,54810,97199,633761342
2024,경북,U4413,147317,181395,232431,2507827655
2024,경북,U4414,34154,37465,44920,1063893849
2024,경북,U4415,6452,6905,7172,258964515
2024,경북,U4416,6983,7525,7628,487956831
2024,경북,U4417,9368,10611,10994,966821706
2024,경북,U4420,708,740,740,8730332
2024,경북,U4430,8644,10144,17984,225104067
2024,경북,U4454,31235,37478,37628,400283369
2024,경북,U4455,3905,4432,4480,49471471
2024,경북,U4456,43,46,47,1174810
2024,경북,U4457,18,18,18,415524
2024,경북,U4464,7,8,8,124069
2024,경북,U4465,8,8,9,449216
2024,경북,U4474,177,180,179,2630106
2024,경북,U4475,57,57,57,2404934
2024,경북,U4476,73,73,73,3243861
2024,경북,U4477,17,17,17,969289
2024,경북,U4501,110,113,113,1494048
2024,경북,U4502,77,91,92,2873076
2024,경북,U4511,32,32,32,1556692
2024,경북,U4512,28,28,28,2424824
2024,경북,U4520,3,3,3,145274
2024,경북,U4533,27,29,30,3457581
2024,경북,U4534,22,22,22,6003660
2024,경북,U4535,3,3,3,1150140
2024,경북,U4561,1943,2076,2168,62962612
2024,경북,U4562,398,411,416,13760895
2024,경북,U4563,131,137,136,6013323
2024,경북,U4564,67,67,70,11222209
2024,경북,U4591,267,277,306,11985646
2024,경북,U4592,366,379,395,21214012
2024,경북,U4621,50,53,52,4017680
2024,경북,U4622,5,5,5,574510
2024,경북,U4630,90,91,97,3629010
2024,경북,U4660,3083,3512,3517,18240281
2024,경북,U4670,123,128,128,5162006
2024,경북,U4690,137,141,262,3311074
2024,경북,U4711,2,2,2,71400
2024,경북,U4712,2,2,2,150530
2024,경북,U4721,1,1,1,38030
2024,경북,U4731,507,597,606,26970099
2024,경북,U4732,26,27,27,1113974
2024,경북,U4741,12,12,11,3847305
2024,경북,U4770,1,1,1,36509
2024,경북,U4781,5,5,5,2427755
2024,경북,U4782,8,8,8,6068185
2024,경북,U4801,2,3,3,1393039
2024,경북,U4802,2,2,2,1533840
2024,경북,U4841,5,5,6,2472198
2024,경북,U4843,2,2,2,286308
2024,경북,U4871,14,16,16,8771848
2024,경북,U4900,120,139,143,2276789
2024,경북,U4971,9,9,9,1578906
2024,경북,U4972,7,7,9,1995156
2024,경북,U4973,1,1,1,294613
2024,경북,U4975,1317,1405,1423,80113368
2024,경북,U4981,4913,5193,6229,66500719
2024,경북,U4982,2619,2750,3442,298847234
2024,경북,UA101,847,852,1063,207657050
2024,경북,UA102,5,5,9,1834560
2024,경북,UA103,8,8,13,2441790
2024,경북,UA105,30,30,41,8021650
2024,경북,UA111,837,841,1046,340556680
2024,경북,UA112,4,4,6,2038380
2024,경북,UA113,8,8,13,4069520
2024,경북,UA115,27,27,38,12391420
2024,경북,UA121,841,843,1050,205117500
2024,경북,UA122,2,2,3,611520
2024,경북,UA123,8,8,13,2441790
2024,경북,UA125,28,28,40,7826000
2024,경북,UA131,845,847,1055,274785300
2024,경북,UA132,2,2,3,815370
2024,경북,UA133,8,8,13,3255720
2024,경북,UA135,27,27,39,10173930
2024,경북,UA141,848,850,1058,344463640
2024,경북,UA142,2,2,3,1019190
2024,경북,UA143,8,8,13,4069520
2024,경북,UA145,27,27,40,13043600
2024,경북,UA201,1108,1123,1244,365412560
2024,경북,UA202,68,69,87,26666370
2024,경북,UA205,37,37,43,12650600
2024,경북,UA301,10721,11011,12745,2479667200
2024,경북,UA302,165,167,190,38573800
2024,경북,UA303,6,6,7,1202040
2024,경북,UA305,219,227,273,48834240
2024,경북,UA311,10648,10954,12656,2779131040
2024,경북,UA312,158,158,178,40786920
2024,경북,UA313,6,6,7,1356740
2024,경북,UA315,212,219,265,53500850
2024,경북,UA321,10596,10859,12602,5890048780
2024,경북,UA322,157,157,177,86324670
2024,경북,UA323,5,5,5,2062600
2024,경북,UA325,208,214,258,110865180
2024,경북,UA331,10591,10847,12601,1698992830
2024,경북,UA332,160,160,181,25466700
2024,경북,UA333,5,5,5,595000
2024,경북,UA335,208,214,259,32108230
2024,경북,UA341,10539,10770,12537,1672435800
2024,경북,UA342,160,160,181,25195200
2024,경북,UA343,5,5,5,588750
2024,경북,UA345,208,212,258,31643700
2024,경북,UA351,10541,10764,12543,5451062370
2024,경북,UA352,164,164,186,84349140
2024,경북,UA353,6,6,6,2301480
2024,경북,UA355,205,209,255,101887800
2024,경북,UA401,1639,1677,1897,147567630
2024,경북,UA402,80,82,96,7792320
2024,경북,UA403,1,1,1,68660
2024,경북,UA405,40,40,46,3304224
2024,경북,UA411,1613,1651,12449,93118520
2024,경북,UA412,80,82,623,4660040
2024,경북,UA413,1,1,7,44310
2024,경북,UA415,39,39,248,1569840
2024,경북,UA501,7856,7939,10041,1961509350
2024,경북,UA502,184,185,226,46067840
2024,경북,UA503,2,2,2,344840
2024,경북,UA505,229,232,295,52982000
2024,경북,UA511,7802,7869,9975,4076583000
2024,경북,UA512,182,183,227,96804150
2024,경북,UA513,2,2,2,721400
2024,경북,UA515,225,228,291,109337430
2024,경북,UA521,7775,7819,9946,3182819460
2024,경북,UA522,182,183,227,75799840
2024,경북,UA523,1,1,1,282440
2024,경북,UA525,226,230,292,85909320
2024,경북,UA531,7752,7793,9920,2583763200
2024,경북,UA532,186,187,230,62511700
2024,경북,UA533,2,2,2,459780
2024,경북,UA535,228,233,297,71122590
2024,경북,UA541,7717,7753,9861,3210544380
2024,경북,UA542,189,190,236,80176280
2024,경북,UA543,2,2,2,574720
2024,경북,UA545,224,228,293,87703690
2024,경북,UB111,28507,30242,43724,5609351960
2024,경북,UB112,1543,1628,2292,306830040
